Record Length,2500,Points,-0.002500000000,7.600000000,,Record Length,2500,Points,-0.002500000000,0.458000000000000
Sample Interval,0.00000200000,s,-0.002498000000,7.600000000,,Sample Interval,0.00000200000,s,-0.002498000000,0.458000000000000
Trigger Point,1250.00020000000,Samples,-0.002496000000,7.600000000,,Trigger Point,1250.00020000000,Samples,-0.002496000000,0.458000000000000
,,,-0.002494000000,7.520000000,,,,,-0.002494000000,0.456000000000000
,,,-0.002492000000,7.600000000,,,,,-0.002492000000,0.458000000000000
,,,-0.002490000000,7.600000000,,,,,-0.002490000000,0.456000000000000
Source,CH1,,-0.002488000000,7.600000000,,Source,CH2,,-0.002488000000,0.456000000000000
Vertical Units,Volts,,-0.002486000000,7.600000000,,Vertical Units,Volts,,-0.002486000000,0.460000000000000
Vertical Scale,2.0478130,,-0.002484000000,7.600000000,,Vertical Scale,0.0511950000000,,-0.002484000000,0.458000000000000
Vertical Offset,0,,-0.002482000000,7.600000000,,Vertical Offset,0,,-0.002482000000,0.458000000000000
Horizontal Units,s,,-0.002480000000,7.600000000,,Horizontal Units,s,,-0.002480000000,0.458000000000000
Horizontal Scale,0.000500000000000,,-0.002478000000,7.520000000,,Horizontal Scale,0.000500000000000,,-0.002478000000,0.458000000000000
Pt Fmt,Y,,-0.002476000000,7.600000000,,Pt Fmt,Y,,-0.002476000000,0.458000000000000
Yzero,-0.234396000000000,,-0.002474000000,7.600000000,,Yzero,-5.43018500,,-0.002474000000,0.456000000000000
Probe Atten,1.000000,,-0.002472000000,7.600000000,,Probe Atten,1.000000,,-0.002472000000,0.458000000000000
,,,-0.002470000000,7.600000000,,,,,-0.002470000000,0.456000000000000
Note,TBS 1102 - 10:27:14   15/05/2025,,-0.002468000000,7.600000000,,Note,TBS 1102 - 10:27:14   15/05/2025,,-0.002468000000,0.456000000000000
,,,-0.002466000000,7.520000000,,,,,-0.002466000000,0.456000000000000
,,,-0.002464000000,7.600000000,,,,,-0.002464000000,0.456000000000000
,,,-0.002462000000,7.600000000,,,,,-0.002462000000,0.458000000000000
,,,-0.002460000000,7.520000000,,,,,-0.002460000000,0.458000000000000
,,,-0.002458000000,7.600000000,,,,,-0.002458000000,0.456000000000000
,,,-0.002456000000,7.600000000,,,,,-0.002456000000,0.460000000000000
,,,-0.002454000000,7.600000000,,,,,-0.002454000000,0.458000000000000
,,,-0.002452000000,7.600000000,,,,,-0.002452000000,0.456000000000000
,,,-0.002450000000,7.600000000,,,,,-0.002450000000,0.456000000000000
,,,-0.002448000000,7.600000000,,,,,-0.002448000000,0.458000000000000
,,,-0.002446000000,7.520000000,,,,,-0.002446000000,0.456000000000000
,,,-0.002444000000,7.520000000,,,,,-0.002444000000,0.458000000000000
,,,-0.002442000000,7.600000000,,,,,-0.002442000000,0.460000000000000
,,,-0.002440000000,7.600000000,,,,,-0.002440000000,0.458000000000000
,,,-0.002438000000,7.600000000,,,,,-0.002438000000,0.460000000000000
,,,-0.002436000000,7.600000000,,,,,-0.002436000000,0.456000000000000
,,,-0.002434000000,7.600000000,,,,,-0.002434000000,0.460000000000000
,,,-0.002432000000,7.600000000,,,,,-0.002432000000,0.458000000000000
,,,-0.002430000000,7.600000000,,,,,-0.002430000000,0.458000000000000
,,,-0.002428000000,7.520000000,,,,,-0.002428000000,0.458000000000000
,,,-0.002426000000,7.600000000,,,,,-0.002426000000,0.458000000000000
,,,-0.002424000000,7.600000000,,,,,-0.002424000000,0.458000000000000
