,,,396.00002766E-3,-40.39999771,,,,,396.00002766E-3,-119.9999899E-3,
,,,400.00000596E-3,-40.39999771,,,,,400.00000596E-3,-119.9999899E-3,
,,,404.000014067E-3,-40.39999771,,,,,404.000014067E-3,-119.9999899E-3,
,,,408.000022173E-3,-40.39999771,,,,,408.000022173E-3,-119.9999899E-3,
,,,412.000030279E-3,-40.39999771,,,,,412.000030279E-3,-119.9999899E-3,
,,,416.000008583E-3,-40.39999771,,,,,416.000008583E-3,-119.9999899E-3,
,,,420.000016689E-3,-40.39999771,,,,,420.000016689E-3,-119.9999899E-3,
,,,424.000024796E-3,-40.39999771,,,,,424.000024796E-3,-119.9999899E-3,
,,,428.000032902E-3,-40.39999771,,,,,428.000032902E-3,-119.9999899E-3,
,,,432.000011206E-3,-40.39999771,,,,,432.000011206E-3,-119.9999899E-3,
,,,436.000019312E-3,-40.39999771,,,,,436.000019312E-3,-119.9999899E-3,
,,,440.000027418E-3,-40.39999771,,,,,440.000027418E-3,-119.9999899E-3,
,,,444.000035524E-3,-40.39999771,,,,,444.000035524E-3,-119.9999899E-3,
,,,448.000013828E-3,-40.39999771,,,,,448.000013828E-3,-119.9999899E-3,
,,,452.000021935E-3,-40.39999771,,,,,452.000021935E-3,-119.9999899E-3,
,,,456.000030041E-3,-40.39999771,,,,,456.000030041E-3,-119.9999899E-3,
,,,460.000008345E-3,-40.39999771,,,,,460.000008345E-3,-119.9999899E-3,
,,,464.000016451E-3,-40.39999771,,,,,464.000016451E-3,-119.9999899E-3,
,,,468.000024557E-3,-40.39999771,,,,,468.000024557E-3,-119.9999899E-3,
,,,472.000032663E-3,-40.39999771,,,,,472.000032663E-3,-119.9999899E-3,
,,,476.000010967E-3,-40.39999771,,,,,476.000010967E-3,-119.9999899E-3,
,,,480.000019073E-3,-40.39999771,,,,,480.000019073E-3,-119.9999899E-3,
,,,484.000027180E-3,-40.39999771,,,,,484.000027180E-3,-119.9999899E-3,
,,,488.000035286E-3,-40.39999771,,,,,488.000035286E-3,-119.9999899E-3,
,,,492.000013590E-3,-40.39999771,,,,,492.000013590E-3,-119.9999899E-3,
,,,496.000021696E-3,-40.39999771,,,,,496.000021696E-3,-119.9999899E-3,
,,,500.000000000E-3,-40.39999771,,,,,500.000000000E-3,-119.9999899E-3,
,,,504.000008106E-3,-40.39999771,,,,,504.000008106E-3,-119.9999899E-3,
,,,508.000016212E-3,-40.39999771,,,,,508.000016212E-3,-119.9999899E-3,
,,,512.000024319E-3,-40.39999771,,,,,512.000024319E-3,-119.9999899E-3,
,,,516.000032425E-3,-40.39999771,,,,,516.000032425E-3,-119.9999899E-3,
,,,520.000040531E-3,-40.39999771,,,,,520.000040531E-3,-119.9999899E-3,
,,,524.000048637E-3,-40.39999771,,,,,524.000048637E-3,-119.9999899E-3,
,,,527.999997139E-3,-40.39999771,,,,,527.999997139E-3,-119.9999899E-3,
,,,532.000005245E-3,-40.39999771,,,,,532.000005245E-3,-119.9999899E-3,
,,,536.000013351E-3,-40.39999771,,,,,536.000013351E-3,-119.9999899E-3,
,,,540.000021458E-3,-40.39999771,,,,,540.000021458E-3,-119.9999899E-3,
,,,544.000029564E-3,-40.39999771,,,,,544.000029564E-3,-119.9999899E-3,
,,,548.000037670E-3,-40.39999771,,,,,548.000037670E-3,-119.9999899E-3,
,,,552.000045776E-3,-40.39999771,,,,,552.000045776E-3,-119.9999899E-3,
,,,556.000053883E-3,-40.39999771,,,,,556.000053883E-3,-119.9999899E-3,
,,,560.000002384E-3,-40.39999771,,,,,560.000002384E-3,-119.9999899E-3,
,,,564.000010490E-3,-40.39999771,,,,,564.000010490E-3,-119.9999899E-3,
,,,568.000018597E-3,-40.39999771,,,,,568.000018597E-3,-119.9999899E-3,
,,,572.000026703E-3,-40.39999771,,,,,572.000026703E-3,-119.9999899E-3,
,,,576.000034809E-3,-40.39999771,,,,,576.000034809E-3,-119.9999899E-3,
,,,580.000042915E-3,-40.39999771,,,,,580.000042915E-3,-119.9999899E-3,
,,,584.000051022E-3,-40.39999771,,,,,584.000051022E-3,-119.9999899E-3,
,,,587.999999523E-3,-40.39999771,,,,,587.999999523E-3,-119.9999899E-3,
,,,592.000007629E-3,-40.39999771,,,,,592.000007629E-3,-119.9999899E-3,
,,,596.000015736E-3,-40.39999771,,,,,596.000015736E-3,-119.9999899E-3,
,,,600.000023842E-3,-40.39999771,,,,,600.000023842E-3,-119.9999899E-3,
,,,604.000031948E-3,-40.39999771,,,,,604.000031948E-3,-119.9999899E-3,
,,,608.000040054E-3,-40.39999771,,,,,608.000040054E-3,-119.9999899E-3,
,,,612.000048161E-3,-40.39999771,,,,,612.000048161E-3,-119.9999899E-3,
,,,616.000056267E-3,-40.39999771,,,,,616.000056267E-3,-119.9999899E-3,
,,,620.000004768E-3,-40.39999771,,,,,620.000004768E-3,-119.9999899E-3,
,,,624.000012875E-3,-40.39999771,,,,,624.000012875E-3,-119.9999899E-3,
,,,628.000020981E-3,-40.39999771,,,,,628.000020981E-3,-119.9999899E-3,
,,,632.000029087E-3,-40.39999771,,,,,632.000029087E-3,-119.9999899E-3,
,,,636.000037193E-3,-40.39999771,,,,,636.000037193E-3,-119.9999899E-3,
,,,640.000045300E-3,-40.39999771,,,,,640.000045300E-3,-119.9999899E-3,
,,,644.000053406E-3,-40.39999771,,,,,644.000053406E-3,-119.9999899E-3,
,,,648.000001907E-3,-40.39999771,,,,,648.000001907E-3,-119.9999899E-3,
,,,652.000010014E-3,-40.39999771,,,,,652.000010014E-3,-119.9999899E-3,
,,,656.000018120E-3,-40.39999771,,,,,656.000018120E-3,-119.9999899E-3,
,,,660.000026226E-3,-40.39999771,,,,,660.000026226E-3,-119.9999899E-3,
,,,664.000034332E-3,-40.39999771,,,,,664.000034332E-3,-119.9999899E-3,
,,,668.000042439E-3,-40.39999771,,,,,668.000042439E-3,-119.9999899E-3,
,,,672.000050545E-3,-40.39999771,,,,,672.000050545E-3,-119.9999899E-3,
,,,676.000058651E-3,-40.39999771,,,,,676.000058651E-3,-119.9999899E-3,
,,,680.000007153E-3,-40.39999771,,,,,680.000007153E-3,-119.9999899E-3,
,,,684.000015259E-3,-40.39999771,,,,,684.000015259E-3,-119.9999899E-3,
,,,688.000023365E-3,-40.39999771,,,,,688.000023365E-3,-119.9999899E-3,
,,,692.000031471E-3,-40.39999771,,,,,692.000031471E-3,-119.9999899E-3,
,,,696.000039577E-3,-40.39999771,,,,,696.000039577E-3,-119.9999899E-3,
,,,700.000047684E-3,-40.39999771,,,,,700.000047684E-3,-119.9999899E-3,
,,,704.000055790E-3,-40.39999771,,,,,704.000055790E-3,-119.9999899E-3,
,,,708.000004292E-3,-40.39999771,,,,,708.000004292E-3,-119.9999899E-3,
,,,712.000012398E-3,-40.39999771,,,,,712.000012398E-3,-119.9999899E-3,
,,,716.000020504E-3,-40.39999771,,,,,716.000020504E-3,-119.9999899E-3,
,,,720.000028610E-3,-40.39999771,,,,,720.000028610E-3,-119.9999899E-3,
,,,724.000036716E-3,-40.39999771,,,,,724.000036716E-3,-119.9999899E-3,
,,,728.000044823E-3,-40.39999771,,,,,728.000044823E-3,-119.9999899E-3,
,,,732.000052929E-3,-40.39999771,,,,,732.000052929E-3,-119.9999899E-3,
,,,736.000061035E-3,-40.39999771,,,,,736.000061035E-3,-119.9999899E-3,
,,,740.000009537E-3,-40.39999771,,,,,740.000009537E-3,-119.9999899E-3,
,,,744.000017643E-3,-40.39999771,,,,,744.000017643E-3,-119.9999899E-3,
,,,748.000025749E-3,-40.39999771,,,,,748.000025749E-3,-119.9999899E-3,
,,,752.000033855E-3,-40.39999771,,,,,752.000033855E-3,-119.9999899E-3,
,,,756.000041962E-3,-40.39999771,,,,,756.000041962E-3,-119.9999899E-3,
,,,760.000050068E-3,-40.39999771,,,,,760.000050068E-3,-119.9999899E-3,
,,,764.000058174E-3,-40.39999771,,,,,764.000058174E-3,-119.9999899E-3,
,,,768.000006676E-3,-40.39999771,,,,,768.000006676E-3,-119.9999899E-3,
,,,772.000014782E-3,-40.39999771,,,,,772.000014782E-3,-119.9999899E-3,
,,,776.000022888E-3,-40.39999771,,,,,776.000022888E-3,-119.9999899E-3,
,,,780.000030994E-3,-40.39999771,,,,,780.000030994E-3,-119.9999899E-3,
,,,784.000039101E-3,-40.39999771,,,,,784.000039101E-3,-119.9999899E-3,
,,,788.000047207E-3,-40.39999771,,,,,788.000047207E-3,-119.9999899E-3,
,,,792.000055313E-3,-40.39999771,,,,,792.000055313E-3,-119.9999899E-3,
,,,796.000063419E-3,-40.39999771,,,,,796.000063419E-3,-119.9999899E-3,
,,,800.000011921E-3,-40.39999771,,,,,800.000011921E-3,-119.9999899E-3,
,,,804.000020027E-3,-40.39999771,,,,,804.000020027E-3,-119.9999899E-3,
,,,808.000028133E-3,-40.39999771,,,,,808.000028133E-3,-119.9999899E-3,
,,,812.000036240E-3,-40.39999771,,,,,812.000036240E-3,-119.9999899E-3,
,,,816.000044346E-3,-40.39999771,,,,,816.000044346E-3,-119.9999899E-3,
,,,820.000052452E-3,-40.39999771,,,,,820.000052452E-3,-119.9999899E-3,
,,,824.000060558E-3,-40.39999771,,,,,824.000060558E-3,-119.9999899E-3,
,,,828.000068665E-3,-40.39999771,,,,,828.000068665E-3,-119.9999899E-3,
,,,832.000017166E-3,-40.39999771,,,,,832.000017166E-3,-119.9999899E-3,
,,,836.000025272E-3,-40.39999771,,,,,836.000025272E-3,-119.9999899E-3,
,,,840.000033379E-3,-40.39999771,,,,,840.000033379E-3,-119.9999899E-3,
,,,844.000041485E-3,-40.39999771,,,,,844.000041485E-3,-119.9999899E-3,
,,,848.000049591E-3,-40.39999771,,,,,848.000049591E-3,-119.9999899E-3,
,,,852.000057697E-3,-40.39999771,,,,,852.000057697E-3,-119.9999899E-3,
,,,856.000065804E-3,-40.39999771,,,,,856.000065804E-3,-119.9999899E-3,
,,,860.000014305E-3,-40.39999771,,,,,860.000014305E-3,-119.9999899E-3,
,,,864.000022411E-3,-40.39999771,,,,,864.000022411E-3,-119.9999899E-3,
,,,868.000030518E-3,-40.39999771,,,,,868.000030518E-3,-119.9999899E-3,
,,,872.000038624E-3,-40.39999771,,,,,872.000038624E-3,-119.9999899E-3,
,,,876.000046730E-3,-40.39999771,,,,,876.000046730E-3,-119.9999899E-3,
,,,880.000054836E-3,-40.39999771,,,,,880.000054836E-3,-119.9999899E-3,
,,,884.000062943E-3,-40.39999771,,,,,884.000062943E-3,-119.9999899E-3,
,,,888.000071049E-3,-40.39999771,,,,,888.000071049E-3,-119.9999899E-3,
,,,892.000019550E-3,-40.39999771,,,,,892.000019550E-3,-119.9999899E-3,
,,,896.000027657E-3,-40.39999771,,,,,896.000027657E-3,-119.9999899E-3,
,,,900.000035763E-3,-40.39999771,,,,,900.000035763E-3,-119.9999899E-3,
,,,904.000043869E-3,-40.39999771,,,,,904.000043869E-3,-119.9999899E-3,
,,,908.000051975E-3,-40.39999771,,,,,908.000051975E-3,-119.9999899E-3,
,,,912.000060081E-3,-40.39999771,,,,,912.000060081E-3,-119.9999899E-3,
,,,916.000068188E-3,-40.39999771,,,,,916.000068188E-3,-119.9999899E-3,
,,,920.000016689E-3,-40.39999771,,,,,920.000016689E-3,-119.9999899E-3,
,,,924.000024796E-3,-40.39999771,,,,,924.000024796E-3,-119.9999899E-3,
,,,928.000032902E-3,-40.39999771,,,,,928.000032902E-3,-119.9999899E-3,
,,,932.000041008E-3,-40.39999771,,,,,932.000041008E-3,-119.9999899E-3,
,,,936.000049114E-3,-40.39999771,,,,,936.000049114E-3,-119.9999899E-3,
,,,940.000057220E-3,-40.39999771,,,,,940.000057220E-3,-119.9999899E-3,
,,,944.000065327E-3,-40.39999771,,,,,944.000065327E-3,-119.9999899E-3,
,,,948.000073433E-3,-40.39999771,,,,,948.000073433E-3,-119.9999899E-3,
,,,952.000021935E-3,-40.39999771,,,,,952.000021935E-3,-119.9999899E-3,
,,,956.000030041E-3,-40.39999771,,,,,956.000030041E-3,-119.9999899E-3,
,,,960.000038147E-3,-40.39999771,,,,,960.000038147E-3,-119.9999899E-3,
,,,964.000046253E-3,-40.39999771,,,,,964.000046253E-3,-119.9999899E-3,
,,,968.000054359E-3,-40.39999771,,,,,968.000054359E-3,-119.9999899E-3,
,,,972.000062466E-3,-40.39999771,,,,,972.000062466E-3,-119.9999899E-3,
,,,976.000070572E-3,-40.39999771,,,,,976.000070572E-3,-119.9999899E-3,
,,,980.000019073E-3,-40.39999771,,,,,980.000019073E-3,-119.9999899E-3,
,,,984.000027180E-3,-40.39999771,,,,,984.000027180E-3,-119.9999899E-3,
,,,988.000035286E-3,-40.39999771,,,,,988.000035286E-3,-119.9999899E-3,
,,,992.000043392E-3,-40.39999771,,,,,992.000043392E-3,-119.9999899E-3,
,,,996.000051498E-3,-40.39999771,,,,,996.000051498E-3,-119.9999899E-3,
,,,1.000000,-40.39999771,,,,,1.000000,-119.9999899E-3,
,,,1.0040001,-40.39999771,,,,,1.0040001,-119.9999899E-3,
,,,1.0080000,-40.39999771,,,,,1.0080000,-119.9999899E-3,
,,,1.0120001,-40.39999771,,,,,1.0120001,-119.9999899E-3,
,,,1.0160000,-40.39999771,,,,,1.0160000,-119.9999899E-3,
,,,1.0200001,-40.39999771,,,,,1.0200001,-119.9999899E-3,
,,,1.0240000,-40.39999771,,,,,1.0240000,-119.9999899E-3,
,,,1.0280000,-40.39999771,,,,,1.0280000,-119.9999899E-3,
,,,1.0320001,-40.39999771,,,,,1.0320001,-119.9999899E-3,
,,,1.0360000,-40.39999771,,,,,1.0360000,-119.9999899E-3,
,,,1.0400001,-40.39999771,,,,,1.0400001,-119.9999899E-3,
,,,1.0440000,-40.39999771,,,,,1.0440000,-119.9999899E-3,
,,,1.0480001,-40.39999771,,,,,1.0480001,-119.9999899E-3,
,,,1.0520000,-40.39999771,,,,,1.0520000,-119.9999899E-3,
,,,1.0560000,-40.39999771,,,,,1.0560000,-119.9999899E-3,
,,,1.0600001,-40.39999771,,,,,1.0600001,-119.9999899E-3,
,,,1.0640000,-40.39999771,,,,,1.0640000,-119.9999899E-3,
,,,1.0680001,-40.39999771,,,,,1.0680001,-119.9999899E-3,
,,,1.0720000,-40.39999771,,,,,1.0720000,-119.9999899E-3,
,,,1.0760001,-40.39999771,,,,,1.0760001,-119.9999899E-3,
,,,1.0800000,-40.39999771,,,,,1.0800000,-119.9999899E-3,
,,,1.0840001,-40.39999771,,,,,1.0840001,-119.9999899E-3,
,,,1.0880001,-40.39999771,,,,,1.0880001,-119.9999899E-3,
,,,1.0920000,-40.39999771,,,,,1.0920000,-119.9999899E-3,
,,,1.0960001,-40.39999771,,,,,1.0960001,-119.9999899E-3,
,,,1.1000000,-40.39999771,,,,,1.1000000,-119.9999899E-3,
,,,1.1040001,-40.39999771,,,,,1.1040001,-119.9999899E-3,
,,,1.1080000,-40.39999771,,,,,1.1080000,-119.9999899E-3,
,,,1.1120001,-40.39999771,,,,,1.1120001,-119.9999899E-3,
,,,1.1160001,-40.39999771,,,,,1.1160001,-119.9999899E-3,
,,,1.1200000,-40.39999771,,,,,1.1200000,-119.9999899E-3,
,,,1.1240001,-40.39999771,,,,,1.1240001,-119.9999899E-3,
,,,1.1280000,-40.39999771,,,,,1.1280000,-119.9999899E-3,
,,,1.1320001,-40.39999771,,,,,1.1320001,-119.9999899E-3,
,,,1.1360000,-40.39999771,,,,,1.1360000,-119.9999899E-3,
,,,1.1400001,-40.39999771,,,,,1.1400001,-119.9999899E-3,
,,,1.1440001,-40.39999771,,,,,1.1440001,-119.9999899E-3,
,,,1.1480000,-40.39999771,,,,,1.1480000,-119.9999899E-3,
,,,1.1520001,-40.39999771,,,,,1.1520001,-119.9999899E-3,
,,,1.1560000,-40.39999771,,,,,1.1560000,-119.9999899E-3,
,,,1.1600001,-40.39999771,,,,,1.1600001,-119.9999899E-3,
,,,1.1640000,-40.39999771,,,,,1.1640000,-119.9999899E-3,
,,,1.1680001,-40.39999771,,,,,1.1680001,-119.9999899E-3,
,,,1.1720001,-40.39999771,,,,,1.1720001,-119.9999899E-3,
,,,1.1760000,-40.39999771,,,,,1.1760000,-119.9999899E-3,
,,,1.1800001,-40.39999771,,,,,1.1800001,-119.9999899E-3,
,,,1.1840000,-40.39999771,,,,,1.1840000,-119.9999899E-3,
,,,1.1880001,-40.39999771,,,,,1.1880001,-119.9999899E-3,
,,,1.1920000,-40.39999771,,,,,1.1920000,-119.9999899E-3,
,,,1.1960001,-13.3999996,,,,,1.1960001,355.99997640E-3,
,,,1.2000000,-13.1999989,,,,,1.2000000,351.99996829E-3,
,,,1.2040001,-13.3999996,,,,,1.2040001,351.99996829E-3,
,,,1.2080001,-13.3999996,,,,,1.2080001,347.99998999E-3,
,,,1.2120000,-13.1999989,,,,,1.2120000,351.99996829E-3,
,,,1.2160001,-13.1999989,,,,,1.2160001,355.99997640E-3,
,,,1.2200000,-13.1999989,,,,,1.2200000,351.99996829E-3,
,,,1.2240001,-13.1999989,,,,,1.2240001,347.99998999E-3,
,,,1.2280000,-13.1999989,,,,,1.2280000,351.99996829E-3,
,,,1.2320001,-13.1999989,,,,,1.2320001,355.99997640E-3,
,,,1.2360001,-13.1999989,,,,,1.2360001,351.99996829E-3,
,,,1.2400000,-13.1999989,,,,,1.2400000,347.99998999E-3,
,,,1.2440001,-13.1999989,,,,,1.2440001,351.99996829E-3,
,,,1.2480000,-13.1999989,,,,,1.2480000,351.99996829E-3,
,,,1.2520001,-13.1999989,,,,,1.2520001,351.99996829E-3,
,,,1.2560000,-13.1999989,,,,,1.2560000,347.99998999E-3,
,,,1.2600001,-13.1999989,,,,,1.2600001,351.99996829E-3,
,,,1.2640001,-13.1999989,,,,,1.2640001,351.99996829E-3,
,,,1.2680000,-13.1999989,,,,,1.2680000,351.99996829E-3,
,,,1.2720001,-13.1999989,,,,,1.2720001,351.99996829E-3,
,,,1.2760000,-12.9999990,,,,,1.2760000,351.99996829E-3,
,,,1.2800001,-13.1999989,,,,,1.2800001,351.99996829E-3,
,,,1.2840000,-12.9999990,,,,,1.2840000,351.99996829E-3,
,,,1.2880001,-13.1999989,,,,,1.2880001,351.99996829E-3,
,,,1.2920001,-12.9999990,,,,,1.2920001,347.99998999E-3,
,,,1.2960000,-12.9999990,,,,,1.2960000,347.99998999E-3,
,,,1.3000001,-13.1999989,,,,,1.3000001,351.99996829E-3,
,,,1.3040000,-13.1999989,,,,,1.3040000,351.99996829E-3,
,,,1.3080001,-12.9999990,,,,,1.3080001,351.99996829E-3,
,,,1.3120000,-12.9999990,,,,,1.3120000,347.99998999E-3,
,,,1.3160001,-12.9999990,,,,,1.3160001,351.99996829E-3,
,,,1.3200001,-12.9999990,,,,,1.3200001,351.99996829E-3,
,,,1.3240001,-12.9999990,,,,,1.3240001,347.99998999E-3,
