Model,DPO4054
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.4
Horizontal Delay,0
Sample Interval,4e-05
Record Length,100000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.05
Vertical Position,-0.08
,
,
,
Label,
TIME,CH1
-1.35080e+00,0.064
-1.35076e+00,0.07
-1.35072e+00,0.064
-1.35068e+00,0.068
-1.35064e+00,0.064
-1.35060e+00,0.056
-1.35056e+00,0.072
-1.35052e+00,0.064
-1.35048e+00,0.066
-1.35044e+00,0.07
-1.35040e+00,0.054
-1.35036e+00,0.068
-1.35032e+00,0.066
-1.35028e+00,0.06
-1.35024e+00,0.064
-1.35020e+00,0.06
-1.35016e+00,0.06
-1.35012e+00,0.052
-1.35008e+00,0.074
-1.35004e+00,0.062
-1.35000e+00,0.044
-1.34996e+00,0.066
-1.34992e+00,0.062
-1.34988e+00,0.038
-1.34984e+00,0.072
-1.34980e+00,0.07
-1.34976e+00,0.07
-1.34972e+00,0.066
-1.34968e+00,0.066
-1.34964e+00,0.058
-1.34960e+00,0.06
-1.34956e+00,0.07
-1.34952e+00,0.072
-1.34948e+00,0.062
-1.34944e+00,0.05
-1.34940e+00,0.066
-1.34936e+00,0.062
-1.34932e+00,0.076
-1.34928e+00,0.056
-1.34924e+00,0.064
-1.34920e+00,0.066
-1.34916e+00,0.07
-1.34912e+00,0.066
-1.34908e+00,0.066
-1.34904e+00,0.066
-1.34900e+00,0.056
-1.34896e+00,0.062
-1.34892e+00,0.06
-1.34888e+00,0.066
-1.34884e+00,0.07
-1.34880e+00,0.072
-1.34876e+00,0.068
-1.34872e+00,0.062
-1.34868e+00,0.062
-1.34864e+00,0.056
-1.34860e+00,0.066
-1.34856e+00,0.074
-1.34852e+00,0.062
-1.34848e+00,0.052
-1.34844e+00,0.064
-1.34840e+00,0.072
-1.34836e+00,0.062
-1.34832e+00,0.064
-1.34828e+00,0.06
-1.34824e+00,0.06
-1.34820e+00,0.07
-1.34816e+00,0.064
-1.34812e+00,0.07
-1.34808e+00,0.064
-1.34804e+00,0.054
-1.34800e+00,0.06
-1.34796e+00,0.064
-1.34792e+00,0.066
-1.34788e+00,0.066
-1.34784e+00,0.07
-1.34780e+00,0.052
-1.34776e+00,0.052
-1.34772e+00,0.064
-1.34768e+00,0.058
-1.34764e+00,0.068
-1.34760e+00,0.064
-1.34756e+00,0.062
-1.34752e+00,0.066
-1.34748e+00,0.066
-1.34744e+00,0.066
-1.34740e+00,0.074
-1.34736e+00,0.066
-1.34732e+00,0.058
-1.34728e+00,0.062
-1.34724e+00,0.062
-1.34720e+00,0.074
-1.34716e+00,0.066
-1.34712e+00,0.06
-1.34708e+00,0.062
-1.34704e+00,0.054
-1.34700e+00,0.06
-1.34696e+00,0.068
-1.34692e+00,0.07
-1.34688e+00,0.06
-1.34684e+00,0.062
-1.34680e+00,0.06
-1.34676e+00,0.068
-1.34672e+00,0.068
-1.34668e+00,0.064
-1.34664e+00,0.06
-1.34660e+00,0.058
-1.34656e+00,0.06
-1.34652e+00,0.07
-1.34648e+00,0.078
-1.34644e+00,0.066
-1.34640e+00,0.068
-1.34636e+00,0.06
-1.34632e+00,0.06
-1.34628e+00,0.06
-1.34624e+00,0.068
-1.34620e+00,0.066
-1.34616e+00,0.07
-1.34612e+00,0.06
-1.34608e+00,0.058
-1.34604e+00,0.066
-1.34600e+00,0.064
-1.34596e+00,0.066
-1.34592e+00,0.07
-1.34588e+00,0.054
-1.34584e+00,0.068
-1.34580e+00,0.068
-1.34576e+00,0.064
-1.34572e+00,0.068
-1.34568e+00,0.062
-1.34564e+00,0.062
-1.34560e+00,0.058
-1.34556e+00,0.062
-1.34552e+00,0.064
-1.34548e+00,0.064
-1.34544e+00,0.062
-1.34540e+00,0.052
-1.34536e+00,0.062
-1.34532e+00,0.068
-1.34528e+00,0.078
-1.34524e+00,0.068
-1.34520e+00,0.062
-1.34516e+00,0.06
-1.34512e+00,0.06
-1.34508e+00,0.064
-1.34504e+00,0.07
-1.34500e+00,0.078
-1.34496e+00,0.062
-1.34492e+00,0.056
-1.34488e+00,0.06
-1.34484e+00,0.062
-1.34480e+00,0.064
-1.34476e+00,0.07
-1.34472e+00,0.058
-1.34468e+00,0.062
-1.34464e+00,0.06
-1.34460e+00,0.072
-1.34456e+00,0.076
-1.34452e+00,0.068
-1.34448e+00,0.064
-1.34444e+00,0.056
-1.34440e+00,0.054
-1.34436e+00,0.068
-1.34432e+00,0.07
-1.34428e+00,0.06
-1.34424e+00,0.066
-1.34420e+00,0.058
-1.34416e+00,0.064
-1.34412e+00,0.066
-1.34408e+00,0.07
-1.34404e+00,0.07
-1.34400e+00,0.062
-1.34396e+00,0.068
-1.34392e+00,0.066
-1.34388e+00,0.07
-1.34384e+00,0.062
-1.34380e+00,0.07
-1.34376e+00,0.062
-1.34372e+00,0.062
-1.34368e+00,0.06
-1.34364e+00,0.068
-1.34360e+00,0.07
-1.34356e+00,0.076
-1.34352e+00,0.056
-1.34348e+00,0.058
-1.34344e+00,0.068
-1.34340e+00,0.064
-1.34336e+00,0.072
-1.34332e+00,0.078
-1.34328e+00,0.062
-1.34324e+00,0.062
-1.34320e+00,0.068
-1.34316e+00,0.068
-1.34312e+00,0.072
-1.34308e+00,0.058
-1.34304e+00,0.054
-1.34300e+00,0.112
-1.34296e+00,0.064
-1.34292e+00,0.066
-1.34288e+00,0.07
-1.34284e+00,0.058
-1.34280e+00,0.058
-1.34276e+00,0.064
-1.34272e+00,0.06
-1.34268e+00,0.064
-1.34264e+00,0.072
-1.34260e+00,0.076
-1.34256e+00,0.07
-1.34252e+00,0.058
-1.34248e+00,0.058
-1.34244e+00,0.068
-1.34240e+00,0.07
-1.34236e+00,0.064
-1.34232e+00,0.056
-1.34228e+00,0.06
-1.34224e+00,0.062
-1.34220e+00,0.066
-1.34216e+00,0.072
-1.34212e+00,0.06
-1.34208e+00,0.062
-1.34204e+00,0.058
-1.34200e+00,0.062
-1.34196e+00,0.064
-1.34192e+00,0.066
-1.34188e+00,0.062
-1.34184e+00,0.058
-1.34180e+00,0.066
-1.34176e+00,0.06
-1.34172e+00,0.07
-1.34168e+00,0.062
-1.34164e+00,0.07
-1.34160e+00,0.056
-1.34156e+00,0.064
-1.34152e+00,0.05
-1.34148e+00,0.058
-1.34144e+00,0.068
-1.34140e+00,0.064
-1.34136e+00,0.062
-1.34132e+00,0.058
-1.34128e+00,0.064
-1.34124e+00,0.072
-1.34120e+00,0.07
-1.34116e+00,0.06
-1.34112e+00,0.062
-1.34108e+00,0.058
-1.34104e+00,0.068
-1.34100e+00,0.07
-1.34096e+00,0.066
-1.34092e+00,0.068
-1.34088e+00,0.054
-1.34084e+00,0.062
-1.34080e+00,0.072
-1.34076e+00,0.074
-1.34072e+00,0.06
-1.34068e+00,0.068
-1.34064e+00,0.06
-1.34060e+00,0.072
-1.34056e+00,0.068
-1.34052e+00,0.062
-1.34048e+00,0.028
-1.34044e+00,0.07
-1.34040e+00,0.06
-1.34036e+00,0.066
-1.34032e+00,0.07
-1.34028e+00,0.07
-1.34024e+00,0.072
-1.34020e+00,0.058
-1.34016e+00,0.062
-1.34012e+00,0.056
-1.34008e+00,0.07
-1.34004e+00,0.07
-1.34000e+00,0.062
-1.33996e+00,0.048
-1.33992e+00,0.056
-1.33988e+00,0.094
-1.33984e+00,0.066
-1.33980e+00,0.06
-1.33976e+00,0.068
-1.33972e+00,0.062
-1.33968e+00,0.064
-1.33964e+00,0.048
-1.33960e+00,0.056
-1.33956e+00,0.06
-1.33952e+00,0.064
-1.33948e+00,0.062
-1.33944e+00,0.062
-1.33940e+00,0.054
-1.33936e+00,0.078
-1.33932e+00,0.066
-1.33928e+00,0.066
-1.33924e+00,0.06
-1.33920e+00,0.056
-1.33916e+00,0.062
-1.33912e+00,0.062
-1.33908e+00,0.068
-1.33904e+00,0.068
-1.33900e+00,0.062
-1.33896e+00,0.058
-1.33892e+00,0.062
-1.33888e+00,0.062
-1.33884e+00,0.064
-1.33880e+00,0.066
-1.33876e+00,0.064
-1.33872e+00,0.056
-1.33868e+00,0.072
-1.33864e+00,0.062
-1.33860e+00,0.064
-1.33856e+00,0.068
-1.33852e+00,0.062
-1.33848e+00,0.06
-1.33844e+00,0.058
-1.33840e+00,0.064
-1.33836e+00,0.07
-1.33832e+00,0.068
-1.33828e+00,0.068
-1.33824e+00,0.058
-1.33820e+00,0.056
-1.33816e+00,0.058
-1.33812e+00,0.064
-1.33808e+00,0.064
-1.33804e+00,0.06
-1.33800e+00,0.068
-1.33796e+00,0.062
-1.33792e+00,0.074
-1.33788e+00,0.068
-1.33784e+00,0.062
-1.33780e+00,0.064
-1.33776e+00,0.074
-1.33772e+00,0.064
-1.33768e+00,0.062
-1.33764e+00,0.068
-1.33760e+00,0.064
-1.33756e+00,0.058
-1.33752e+00,0.066
-1.33748e+00,0.062
-1.33744e+00,0.064
-1.33740e+00,0.07
-1.33736e+00,0.062
-1.33732e+00,0.054
-1.33728e+00,0.06
-1.33724e+00,0.066
-1.33720e+00,0.06
-1.33716e+00,0.064
-1.33712e+00,0.066
-1.33708e+00,0.06
-1.33704e+00,0.058
-1.33700e+00,0.06
-1.33696e+00,0.074
-1.33692e+00,0.07
-1.33688e+00,0.06
-1.33684e+00,0.066
-1.33680e+00,0.058
-1.33676e+00,0.066
-1.33672e+00,0.074
-1.33668e+00,0.064
-1.33664e+00,0.066
-1.33660e+00,0.066
-1.33656e+00,0.06
-1.33652e+00,0.068
-1.33648e+00,0.06
-1.33644e+00,0.064
-1.33640e+00,0.062
-1.33636e+00,0.064
-1.33632e+00,0.07
-1.33628e+00,0.058
-1.33624e+00,0.06
-1.33620e+00,0.072
-1.33616e+00,0.07
-1.33612e+00,0.056
-1.33608e+00,0.062
-1.33604e+00,0.072
-1.33600e+00,0.078
-1.33596e+00,0.07
-1.33592e+00,0.058
-1.33588e+00,0.06
-1.33584e+00,0.06
-1.33580e+00,0.064
-1.33576e+00,0.07
-1.33572e+00,0.066
-1.33568e+00,0.072
-1.33564e+00,0.06
-1.33560e+00,0.064
-1.33556e+00,0.058
-1.33552e+00,0.072
-1.33548e+00,0.062
-1.33544e+00,0.066
-1.33540e+00,0.054
-1.33536e+00,0.064
-1.33532e+00,0.07
-1.33528e+00,0.072
-1.33524e+00,0.062
-1.33520e+00,0.064
-1.33516e+00,0.05
-1.33512e+00,0.064
-1.33508e+00,0.068
-1.33504e+00,0.068
-1.33500e+00,0.062
-1.33496e+00,0.058
-1.33492e+00,0.056
-1.33488e+00,0.104
-1.33484e+00,0.066
-1.33480e+00,0.066
-1.33476e+00,0.058
-1.33472e+00,0.062
-1.33468e+00,0.062
-1.33464e+00,0.042
-1.33460e+00,0.062
-1.33456e+00,0.066
-1.33452e+00,0.074
-1.33448e+00,0.062
-1.33444e+00,0.052
-1.33440e+00,0.042
-1.33436e+00,0.07
-1.33432e+00,0.072
-1.33428e+00,0.068
-1.33424e+00,0.056
-1.33420e+00,0.056
-1.33416e+00,0.06
-1.33412e+00,0.066
-1.33408e+00,0.068
-1.33404e+00,0.07
-1.33400e+00,0.06
-1.33396e+00,0.062
-1.33392e+00,0.07
-1.33388e+00,0.068
-1.33384e+00,0.062
-1.33380e+00,0.072
-1.33376e+00,0.062
-1.33372e+00,0.058
-1.33368e+00,0.064
-1.33364e+00,0.066
-1.33360e+00,0.066
-1.33356e+00,0.078
-1.33352e+00,0.062
-1.33348e+00,0.056
-1.33344e+00,0.058
-1.33340e+00,0.07
-1.33336e+00,0.072
-1.33332e+00,0.066
-1.33328e+00,0.056
-1.33324e+00,0.058
-1.33320e+00,0.062
-1.33316e+00,0.066
-1.33312e+00,0.07
-1.33308e+00,0.068
-1.33304e+00,0.056
-1.33300e+00,0.062
-1.33296e+00,0.072
-1.33292e+00,0.072
-1.33288e+00,0.068
-1.33284e+00,0.046
-1.33280e+00,0.064
-1.33276e+00,0.056
-1.33272e+00,0.066
-1.33268e+00,0.07
-1.33264e+00,0.068
-1.33260e+00,0.072
-1.33256e+00,0.06
-1.33252e+00,0.062
-1.33248e+00,0.07
-1.33244e+00,0.066
-1.33240e+00,0.064
-1.33236e+00,0.07
-1.33232e+00,0.06
-1.33228e+00,0.06
-1.33224e+00,0.066
-1.33220e+00,0.062
-1.33216e+00,0.068
-1.33212e+00,0.068
-1.33208e+00,0.062
-1.33204e+00,0.058
-1.33200e+00,0.062
-1.33196e+00,0.066
-1.33192e+00,0.06
-1.33188e+00,0.064
-1.33184e+00,0.062
-1.33180e+00,0.064
-1.33176e+00,0.07
-1.33172e+00,0.074
-1.33168e+00,0.072
-1.33164e+00,0.066
-1.33160e+00,0.06
-1.33156e+00,0.064
-1.33152e+00,0.052
-1.33148e+00,0.062
-1.33144e+00,0.066
-1.33140e+00,0.06
-1.33136e+00,0.054
-1.33132e+00,0.058
-1.33128e+00,0.07
-1.33124e+00,0.06
-1.33120e+00,0.068
-1.33116e+00,0.07
-1.33112e+00,0.054
-1.33108e+00,0.064
-1.33104e+00,0.066
-1.33100e+00,0.062
-1.33096e+00,0.07
-1.33092e+00,0.062
-1.33088e+00,0.06
-1.33084e+00,0.064
-1.33080e+00,0.064
-1.33076e+00,0.066
-1.33072e+00,0.066
-1.33068e+00,0.066
-1.33064e+00,0.06
-1.33060e+00,0.068
-1.33056e+00,0.07
-1.33052e+00,0.074
-1.33048e+00,0.066
-1.33044e+00,0.068
-1.33040e+00,0.06
-1.33036e+00,0.062
-1.33032e+00,0.07
-1.33028e+00,0.06
-1.33024e+00,0.072
-1.33020e+00,0.064
-1.33016e+00,0.066
-1.33012e+00,0.068
-1.33008e+00,0.076
-1.33004e+00,0.056
-1.33000e+00,0.068
-1.32996e+00,0.062
-1.32992e+00,0.054
-1.32988e+00,0.034
-1.32984e+00,0.07
-1.32980e+00,0.066
-1.32976e+00,0.078
-1.32972e+00,0.062
-1.32968e+00,0.064
-1.32964e+00,0.062
-1.32960e+00,0.07
-1.32956e+00,0.068
-1.32952e+00,0.07
-1.32948e+00,0.058
-1.32944e+00,0.056
-1.32940e+00,0.054
-1.32936e+00,0.062
-1.32932e+00,0.064
-1.32928e+00,0.072
-1.32924e+00,0.062
-1.32920e+00,0.06
-1.32916e+00,0.068
-1.32912e+00,0.068
-1.32908e+00,0.072
-1.32904e+00,0.054
-1.32900e+00,0.06
-1.32896e+00,0.062
-1.32892e+00,0.068
-1.32888e+00,0.064
-1.32884e+00,0.068
-1.32880e+00,0.07
-1.32876e+00,0.056
-1.32872e+00,0.06
-1.32868e+00,0.064
-1.32864e+00,0.064
-1.32860e+00,0.072
-1.32856e+00,0.068
-1.32852e+00,0.066
-1.32848e+00,0.056
-1.32844e+00,0.062
-1.32840e+00,0.064
-1.32836e+00,0.066
-1.32832e+00,0.068
-1.32828e+00,0.058
-1.32824e+00,0.06
-1.32820e+00,0.064
-1.32816e+00,0.062
-1.32812e+00,0.064
-1.32808e+00,0.07
-1.32804e+00,0.058
-1.32800e+00,0.064
-1.32796e+00,0.072
-1.32792e+00,0.07
-1.32788e+00,0.07
-1.32784e+00,0.06
-1.32780e+00,0.062
-1.32776e+00,0.06
-1.32772e+00,0.068
-1.32768e+00,0.07
-1.32764e+00,0.068
-1.32760e+00,0.064
-1.32756e+00,0.058
-1.32752e+00,0.058
-1.32748e+00,0.06
-1.32744e+00,0.064
-1.32740e+00,0.064
-1.32736e+00,0.064
-1.32732e+00,0.054
-1.32728e+00,0.064
-1.32724e+00,0.062
-1.32720e+00,0.058
-1.32716e+00,0.122
-1.32712e+00,0.062
-1.32708e+00,0.06
-1.32704e+00,0.062
-1.32700e+00,0.056
-1.32696e+00,0.066
-1.32692e+00,0.058
-1.32688e+00,0.06
-1.32684e+00,0.062
-1.32680e+00,0.06
-1.32676e+00,0.074
-1.32672e+00,0.07
-1.32668e+00,0.078
-1.32664e+00,0.066
-1.32660e+00,0.06
-1.32656e+00,0.066
-1.32652e+00,0.062
-1.32648e+00,0.06
-1.32644e+00,0.072
-1.32640e+00,0.066
-1.32636e+00,0.058
-1.32632e+00,0.096
-1.32628e+00,0.07
-1.32624e+00,0.074
-1.32620e+00,0.074
-1.32616e+00,0.062
-1.32612e+00,0.066
-1.32608e+00,0.066
-1.32604e+00,0.072
-1.32600e+00,0.074
-1.32596e+00,0.056
-1.32592e+00,0.064
-1.32588e+00,0.06
-1.32584e+00,0.06
-1.32580e+00,0.09
-1.32576e+00,0.072
-1.32572e+00,0.06
-1.32568e+00,0.06
-1.32564e+00,0.064
-1.32560e+00,0.066
-1.32556e+00,0.07
-1.32552e+00,0.062
-1.32548e+00,0.062
-1.32544e+00,0.068
-1.32540e+00,0.06
-1.32536e+00,0.062
-1.32532e+00,0.064
-1.32528e+00,0.068
-1.32524e+00,0.06
-1.32520e+00,0.06
-1.32516e+00,0.062
-1.32512e+00,0.062
-1.32508e+00,0.06
-1.32504e+00,0.07
-1.32500e+00,0.056
-1.32496e+00,0.066
-1.32492e+00,0.06
-1.32488e+00,0.046
-1.32484e+00,0.072
-1.32480e+00,0.064
-1.32476e+00,0.07
-1.32472e+00,0.062
-1.32468e+00,0.056
-1.32464e+00,0.046
-1.32460e+00,0.07
-1.32456e+00,0.078
-1.32452e+00,0.07
-1.32448e+00,0.064
-1.32444e+00,0.062
-1.32440e+00,0.058
-1.32436e+00,0.07
-1.32432e+00,0.064
-1.32428e+00,0.07
-1.32424e+00,0.06
-1.32420e+00,0.052
-1.32416e+00,0.062
-1.32412e+00,0.064
-1.32408e+00,0.058
-1.32404e+00,0.06
-1.32400e+00,0.062
-1.32396e+00,0.064
-1.32392e+00,0.064
-1.32388e+00,0.06
-1.32384e+00,0.062
-1.32380e+00,0.074
-1.32376e+00,0.05
-1.32372e+00,0.056
-1.32368e+00,0.066
-1.32364e+00,0.072
-1.32360e+00,0.06
-1.32356e+00,0.064
-1.32352e+00,0.06
-1.32348e+00,0.056
-1.32344e+00,0.064
-1.32340e+00,0.074
-1.32336e+00,0.062
-1.32332e+00,0.068
-1.32328e+00,0.056
-1.32324e+00,0.052
-1.32320e+00,0.064
-1.32316e+00,0.06
-1.32312e+00,0.066
-1.32308e+00,0.07
-1.32304e+00,0.066
-1.32300e+00,0.064
-1.32296e+00,0.07
-1.32292e+00,0.068
-1.32288e+00,0.066
-1.32284e+00,0.062
-1.32280e+00,0.058
-1.32276e+00,0.054
-1.32272e+00,0.06
-1.32268e+00,0.066
-1.32264e+00,0.07
-1.32260e+00,0.064
-1.32256e+00,0.07
-1.32252e+00,0.06
-1.32248e+00,0.054
-1.32244e+00,0.07
-1.32240e+00,0.07
-1.32236e+00,0.06
-1.32232e+00,0.062
-1.32228e+00,0.054
-1.32224e+00,0.058
-1.32220e+00,0.062
-1.32216e+00,0.072
-1.32212e+00,0.072
-1.32208e+00,0.06
-1.32204e+00,0.062
-1.32200e+00,0.066
-1.32196e+00,0.066
-1.32192e+00,0.064
-1.32188e+00,0.06
-1.32184e+00,0.058
-1.32180e+00,0.066
-1.32176e+00,0.066
-1.32172e+00,0.07
-1.32168e+00,0.066
-1.32164e+00,0.068
-1.32160e+00,0.056
-1.32156e+00,0.066
-1.32152e+00,0.062
-1.32148e+00,0.076
-1.32144e+00,0.064
-1.32140e+00,0.058
-1.32136e+00,0.064
-1.32132e+00,0.056
-1.32128e+00,0.058
-1.32124e+00,0.066
-1.32120e+00,0.062
-1.32116e+00,0.064
-1.32112e+00,0.058
-1.32108e+00,0.068
-1.32104e+00,0.064
-1.32100e+00,0.072
-1.32096e+00,0.066
-1.32092e+00,0.072
-1.32088e+00,0.06
-1.32084e+00,0.07
-1.32080e+00,0.058
-1.32076e+00,0.064
-1.32072e+00,0.066
-1.32068e+00,0.062
-1.32064e+00,0.07
-1.32060e+00,0.062
-1.32056e+00,0.062
-1.32052e+00,0.068
-1.32048e+00,0.074
-1.32044e+00,0.056
-1.32040e+00,0.058
-1.32036e+00,0.064
-1.32032e+00,0.064
-1.32028e+00,0.066
-1.32024e+00,0.066
-1.32020e+00,0.064
-1.32016e+00,0.056
-1.32012e+00,0.068
-1.32008e+00,0.072
-1.32004e+00,0.07
-1.32000e+00,0.066
-1.31996e+00,0.066
-1.31992e+00,0.064
-1.31988e+00,0.09
-1.31984e+00,0.07
-1.31980e+00,0.074
-1.31976e+00,0.068
-1.31972e+00,0.06
-1.31968e+00,0.052
-1.31964e+00,0.056
-1.31960e+00,0.07
-1.31956e+00,0.074
-1.31952e+00,0.064
-1.31948e+00,0.066
-1.31944e+00,0.064
-1.31940e+00,0.058
-1.31936e+00,0.068
-1.31932e+00,0.074
-1.31928e+00,0.062
-1.31924e+00,0.07
-1.31920e+00,0.062
-1.31916e+00,0.066
-1.31912e+00,0.07
-1.31908e+00,0.064
-1.31904e+00,0.07
-1.31900e+00,0.06
-1.31896e+00,0.056
-1.31892e+00,0.056
-1.31888e+00,0.072
-1.31884e+00,0.064
-1.31880e+00,0.07
-1.31876e+00,0.062
-1.31872e+00,0.06
-1.31868e+00,0.06
-1.31864e+00,0.062
-1.31860e+00,0.07
-1.31856e+00,0.074
-1.31852e+00,0.06
-1.31848e+00,0.06
-1.31844e+00,0.066
-1.31840e+00,0.074
-1.31836e+00,0.072
-1.31832e+00,0.07
-1.31828e+00,0.064
-1.31824e+00,0.064
-1.31820e+00,0.06
-1.31816e+00,0.07
-1.31812e+00,0.07
-1.31808e+00,0.068
-1.31804e+00,0.066
-1.31800e+00,0.062
-1.31796e+00,0.064
-1.31792e+00,0.07
-1.31788e+00,0.07
-1.31784e+00,0.064
-1.31780e+00,0.05
-1.31776e+00,0.06
-1.31772e+00,0.072
-1.31768e+00,0.068
-1.31764e+00,0.07
-1.31760e+00,0.068
-1.31756e+00,0.058
-1.31752e+00,0.062
-1.31748e+00,0.06
-1.31744e+00,0.064
-1.31740e+00,0.06
-1.31736e+00,0.064
-1.31732e+00,0.052
-1.31728e+00,0.064
-1.31724e+00,0.068
-1.31720e+00,0.062
-1.31716e+00,0.07
-1.31712e+00,0.058
-1.31708e+00,0.058
-1.31704e+00,0.058
-1.31700e+00,0.064
-1.31696e+00,0.062
-1.31692e+00,0.068
-1.31688e+00,0.066
-1.31684e+00,0.05
-1.31680e+00,0.056
-1.31676e+00,0.064
-1.31672e+00,0.07
-1.31668e+00,0.038
-1.31664e+00,0.066
-1.31660e+00,0.058
-1.31656e+00,0.072
-1.31652e+00,0.068
-1.31648e+00,0.068
-1.31644e+00,0.07
-1.31640e+00,0.062
-1.31636e+00,0.06
-1.31632e+00,0.06
-1.31628e+00,0.066
-1.31624e+00,0.068
-1.31620e+00,0.07
-1.31616e+00,0.07
-1.31612e+00,0.06
-1.31608e+00,0.062
-1.31604e+00,0.06
-1.31600e+00,0.072
-1.31596e+00,0.06
-1.31592e+00,0.06
-1.31588e+00,0.064
-1.31584e+00,0.06
-1.31580e+00,0.064
-1.31576e+00,0.062
-1.31572e+00,0.072
-1.31568e+00,0.064
-1.31564e+00,0.056
-1.31560e+00,0.066
-1.31556e+00,0.06
-1.31552e+00,0.064
-1.31548e+00,0.064
-1.31544e+00,0.056
-1.31540e+00,0.058
-1.31536e+00,0.072
-1.31532e+00,0.07
-1.31528e+00,0.066
-1.31524e+00,0.06
-1.31520e+00,0.068
-1.31516e+00,0.058
-1.31512e+00,0.062
-1.31508e+00,0.062
-1.31504e+00,0.062
-1.31500e+00,0.056
-1.31496e+00,0.062
-1.31492e+00,0.058
-1.31488e+00,0.086
-1.31484e+00,0.056
-1.31480e+00,0.066
-1.31476e+00,0.036
-1.31472e+00,0.064
-1.31468e+00,0.052
-1.31464e+00,0.04
-1.31460e+00,0.056
-1.31456e+00,0.07
-1.31452e+00,0.052
-1.31448e+00,0.062
-1.31444e+00,0.058
-1.31440e+00,0.058
-1.31436e+00,0.062
-1.31432e+00,0.068
-1.31428e+00,0.066
-1.31424e+00,0.06
-1.31420e+00,0.06
-1.31416e+00,0.06
-1.31412e+00,0.07
-1.31408e+00,0.076
-1.31404e+00,0.064
-1.31400e+00,0.062
-1.31396e+00,0.064
-1.31392e+00,0.066
-1.31388e+00,0.064
-1.31384e+00,0.066
-1.31380e+00,0.066
-1.31376e+00,0.06
-1.31372e+00,0.06
-1.31368e+00,0.056
-1.31364e+00,0.066
-1.31360e+00,0.06
-1.31356e+00,0.074
-1.31352e+00,0.066
-1.31348e+00,0.058
-1.31344e+00,0.064
-1.31340e+00,0.064
-1.31336e+00,0.064
-1.31332e+00,0.058
-1.31328e+00,0.064
-1.31324e+00,0.058
-1.31320e+00,0.056
-1.31316e+00,0.08
-1.31312e+00,0.072
-1.31308e+00,0.068
-1.31304e+00,0.064
-1.31300e+00,0.064
-1.31296e+00,0.074
-1.31292e+00,0.074
-1.31288e+00,0.064
-1.31284e+00,0.064
-1.31280e+00,0.052
-1.31276e+00,0.054
-1.31272e+00,0.06
-1.31268e+00,0.068
-1.31264e+00,0.074
-1.31260e+00,0.06
-1.31256e+00,0.058
-1.31252e+00,0.06
-1.31248e+00,0.066
-1.31244e+00,0.06
-1.31240e+00,0.068
-1.31236e+00,0.064
-1.31232e+00,0.058
-1.31228e+00,0.058
-1.31224e+00,0.058
-1.31220e+00,0.07
-1.31216e+00,0.068
-1.31212e+00,0.062
-1.31208e+00,0.06
-1.31204e+00,0.064
-1.31200e+00,0.062
-1.31196e+00,0.072
-1.31192e+00,0.07
-1.31188e+00,0.064
-1.31184e+00,0.06
-1.31180e+00,0.058
-1.31176e+00,0.074
-1.31172e+00,0.072
-1.31168e+00,0.072
-1.31164e+00,0.06
-1.31160e+00,0.062
-1.31156e+00,0.056
-1.31152e+00,0.068
-1.31148e+00,0.076
-1.31144e+00,0.07
-1.31140e+00,0.07
-1.31136e+00,0.054
-1.31132e+00,0.072
-1.31128e+00,0.066
-1.31124e+00,0.062
-1.31120e+00,0.072
-1.31116e+00,0.064
-1.31112e+00,0.056
-1.31108e+00,0.06
-1.31104e+00,0.066
-1.31100e+00,0.066
-1.31096e+00,0.068
-1.31092e+00,0.066
-1.31088e+00,0.058
-1.31084e+00,0.064
-1.31080e+00,0.066
-1.31076e+00,0.064
-1.31072e+00,0.066
-1.31068e+00,0.062
-1.31064e+00,0.062
-1.31060e+00,0.064
-1.31056e+00,0.062
-1.31052e+00,0.072
-1.31048e+00,0.062
-1.31044e+00,0.062
-1.31040e+00,0.054
-1.31036e+00,0.07
-1.31032e+00,0.016
-1.31028e+00,0.056
-1.31024e+00,0.064
-1.31020e+00,0.064
-1.31016e+00,0.056
-1.31012e+00,0.072
-1.31008e+00,0.074
-1.31004e+00,0.068
-1.31000e+00,0.066
-1.30996e+00,0.068
-1.30992e+00,0.062
-1.30988e+00,0.052
-1.30984e+00,0.062
-1.30980e+00,0.068
-1.30976e+00,0.036
-1.30972e+00,0.062
-1.30968e+00,0.06
-1.30964e+00,0.042
-1.30960e+00,0.072
-1.30956e+00,0.052
-1.30952e+00,0.064
-1.30948e+00,0.06
-1.30944e+00,0.054
-1.30940e+00,0.056
-1.30936e+00,0.068
-1.30932e+00,0.064
-1.30928e+00,0.078
-1.30924e+00,0.074
-1.30920e+00,0.064
-1.30916e+00,0.074
-1.30912e+00,0.06
-1.30908e+00,0.07
-1.30904e+00,0.104
-1.30900e+00,0.06
-1.30896e+00,0.066
-1.30892e+00,0.066
-1.30888e+00,0.062
-1.30884e+00,0.074
-1.30880e+00,0.068
-1.30876e+00,0.056
-1.30872e+00,0.06
-1.30868e+00,0.064
-1.30864e+00,0.07
-1.30860e+00,0.072
-1.30856e+00,0.072
-1.30852e+00,0.056
-1.30848e+00,0.062
-1.30844e+00,0.066
-1.30840e+00,0.074
-1.30836e+00,0.068
